session,division,date,subject,result,yeas,nays,paired,bill,bill_type,bill_type_source,category,stage,confidence_proxy,repair_id,source_file
44-1,352,2023-06-07T15:30:00,14th report of the Standing Committee on Health,Agreed To,207,114,2,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,353,2023-06-07T15:40:00,"2nd reading of Bill C-284, An Act to establish a national strategy for eye care",Agreed To,324,0,2,C-284,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,354,2023-06-07T15:50:00,"2nd reading of Bill S-202, An Act to amend the Parliament of Canada Act (Parliamentary Visual Artist Laureate)",Agreed To,209,114,2,S-202,Senate Public Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,355,2023-06-07T16:00:00,"3rd reading and adoption of Bill C-281, An Act to amend the Department of Foreign Affairs, Trade and Development Act, the Justice for Victims of Corrupt Foreign Officials Act (Sergei Magnitsky Law), the Broadcasting Act and the Prohibiting Cluster Munitions Act",Agreed To,322,0,2,C-281,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,356,2023-06-07T16:10:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 1)",Negatived,116,208,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,357,2023-06-07T16:20:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 3)",Negatived,115,209,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,358,2023-06-07T16:30:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 15)",Negatived,114,206,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,359,2023-06-07T16:40:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 112)",Negatived,114,206,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,360,2023-06-07T16:50:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 122)",Negatived,115,207,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,361,2023-06-07T17:00:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 126)",Negatived,112,208,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,362,2023-06-07T17:10:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 233)",Negatived,114,208,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,363,2023-06-07T17:20:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 441)",Negatived,112,208,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,364,2023-06-07T17:30:00,"Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment) (Motion 730)",Negatived,113,207,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,365,2023-06-07T17:40:00,"Concurrence at report stage of Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023",Agreed To,178,145,2,C-47,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,366,2023-06-08T15:15:00,"3rd reading and adoption of Bill C-47, An Act to implement certain provisions of the budget tabled in Parliament on March 28, 2023",Agreed To,177,146,2,C-47,House Government Bill,legisinfo,government_bill,third_reading,1,,Parliament_44-1/votes_metadata.csv
44-1,367,2023-06-12T13:00:00,"Time allocation for Bill C-33, An Act to amend the Customs Act, the Railway Safety Act, the Transportation of Dangerous Goods Act, 1992, the Marine Transportation Security Act, the Canada Transportation Act and the Canada Marine Act and to make a consequential amendment to another Act",Agreed To,174,147,4,C-33,House Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,368,2023-06-12T15:15:00,Opposition Motion (Climate change),Agreed To,210,115,4,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,369,2023-06-12T15:20:00,"Bill C-35, An Act respecting early learning and child care in Canada (report stage amendment)",Negatived,114,211,4,C-35,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,370,2023-06-12T15:35:00,"Concurrence at report stage of Bill C-35, An Act respecting early learning and child care in Canada",Agreed To,325,0,4,C-35,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,371,2023-06-12T15:45:00,"3rd reading and adoption of Bill C-41, An Act to amend the Criminal Code and to make consequential amendments to other Acts",Agreed To,299,25,4,C-41,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,372,2023-06-13T15:15:00,"Fourth report of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities",Agreed To,207,115,6,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,373,2023-06-14T15:15:00,"Bill C-294, An Act to amend the Copyright Act (interoperability) (previous question)",Agreed To,320,0,4,C-294,Private Member’s Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,374,2023-06-14T15:25:00,"3rd reading and adoption of Bill C-294, An Act to amend the Copyright Act (interoperability)",Agreed To,322,0,4,C-294,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,375,2023-06-14T15:35:00,Private Members' Business M-63 (Anti-Asian racism),Agreed To,322,0,4,,,unknown,private_members_business,,0,,Parliament_44-1/votes_metadata.csv
44-1,376,2023-06-14T15:45:00,Seventh report of the Standing Committee on Government Operations and Estimates,Agreed To,319,0,4,,,unknown,supply,,1,,Parliament_44-1/votes_metadata.csv
44-1,377,2023-06-14T15:55:00,"2nd reading of Bill C-311, An Act to amend the Criminal Code (violence against pregnant women)",Negatived,113,205,4,C-311,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,378,2023-06-15T15:15:00,Seventh report of the Standing Committee on Justice and Human Rights (amendment),Negatived,113,207,4,,,unknown,committee_report,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,379,2023-06-15T15:25:00,Seventh report of the Standing Committee on Justice and Human Rights,Agreed To,320,0,4,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,380,2023-06-15T17:15:00,Motion for closure,Agreed To,168,140,4,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,381,2023-06-15T20:00:00,Government Business No. 26 (Amendments to the Standing Orders) (amendment),Negatived,136,168,4,,,unknown,government_motion,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,382,2023-06-15T20:10:00,Government Business No. 26 (Amendments to the Standing Orders),Agreed To,171,137,4,,,unknown,government_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,383,2023-06-16T13:30:00,"Time allocation for Bill S-8, An Act to amend the Immigration and Refugee Protection Act, to make consequential amendments to other Acts and to amend the Immigration and Refugee Protection Regulations",Agreed To,172,135,0,S-8,Senate Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,384,2023-06-19T13:50:52,"Time allocation for Bill C-42, An Act to amend the Canada Business Corporations Act and to make consequential and related amendments to other Acts",Agreed To,174,142,4,C-42,House Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,385,2023-06-19T15:15:00,"3rd reading and adoption of Bill C-35, An Act respecting early learning and child care in Canada",Agreed To,315,0,4,C-35,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,386,2023-06-19T15:26:04,"Bill S-8, An Act to amend the Immigration and Refugee Protection Act, to make consequential amendments to other Acts and to amend the Immigration and Refugee Protection Regulations (report stage amendment)",Negatived,112,202,4,S-8,Senate Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,387,2023-06-19T15:35:39,"Concurrence at report stage of Bill S-8, An Act to amend the Immigration and Refugee Protection Act, to make consequential amendments to other Acts and to amend the Immigration and Refugee Protection Regulations",Agreed To,317,0,4,S-8,Senate Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,388,2023-06-19T16:55:01,Motion to proceed to orders of the day,Agreed To,174,142,4,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,389,2023-06-20T10:42:12,Motion to proceed to orders of the day,Agreed To,173,142,4,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,390,2023-06-20T11:57:07,"Time allocation for Bill C-18, An Act respecting online communications platforms that make news content available to persons in Canada",Agreed To,170,144,4,C-18,House Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,391,2023-06-20T15:15:50,"Bill C-42, An Act to amend the Canada Business Corporations Act and to make consequential and related amendments to other Acts (report stage amendment)",Negatived,113,207,4,C-42,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,392,2023-06-20T15:25:56,"Concurrence at report stage of Bill C-42, An Act to amend the Canada Business Corporations Act and to make consequential and related amendments to other Acts",Agreed To,319,1,4,C-42,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,393,2023-06-21T15:45:17,"2nd reading of Bill C-275, An Act to amend the Health of Animals Act (biosecurity on farms)",Agreed To,313,3,4,C-275,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,394,2023-06-21T15:55:28,"2nd reading of Bill C-321, An Act to amend the Criminal Code (assaults against health care professionals and first responders)",Agreed To,320,0,4,C-321,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,395,2023-06-21T16:05:30,"3rd reading and adoption of Bill C-282, An Act to amend the Department of Foreign Affairs, Trade and Development Act (supply management)",Agreed To,262,51,4,C-282,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,396,2023-06-21T23:00:54,Opposition Motion (Balanced budget),Negatived,145,177,2,,,unknown,opposition_motion,,1,,Parliament_44-1/votes_metadata.csv
44-1,397,2023-06-21T23:15:34,Concurrence in estimates,Agreed To,209,114,2,,,unknown,supply,,1,,Parliament_44-1/votes_metadata.csv
44-1,398,2023-06-21T23:25:21,"2nd reading of Bill C-54, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Agreed To,209,114,2,C-54,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_44-1/votes_metadata.csv
44-1,399,2023-06-21T23:29:05,"Concurrence at report stage of Bill C-54, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Agreed To,210,114,2,C-54,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,400,2023-06-21T23:32:36,"3rd reading and adoption of Bill C-54, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Agreed To,210,114,2,C-54,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_44-1/votes_metadata.csv
44-1,401,2023-06-21T23:37:57,Concurrence in estimates,Agreed To,210,114,2,,,unknown,supply,,1,,Parliament_44-1/votes_metadata.csv
44-1,402,2023-06-21T23:41:51,"2nd reading of Bill C-55, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Agreed To,210,114,2,C-55,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_44-1/votes_metadata.csv
44-1,403,2023-06-21T23:47:28,"Concurrence at report stage of Bill C-55, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Agreed To,210,114,2,C-55,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_44-1/votes_metadata.csv
44-1,404,2023-06-21T23:52:22,"3rd reading and adoption of Bill C-55, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",Agreed To,210,114,2,C-55,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_44-1/votes_metadata.csv
44-1,405,2023-06-21T22:55:01,"Motion respecting Senate amendments to Bill C-18, An Act respecting online communications platforms that make news content available to persons in Canada (reasoned amendment)",Negatived,114,210,2,C-18,House Government Bill,legisinfo,government_bill,senate_amendments,0,,Parliament_44-1/votes_metadata.csv
44-1,406,2023-06-21T23:00:00,"Motion respecting Senate amendments to Bill C-18, An Act respecting online communications platforms that make news content available to persons in Canada",Agreed To,208,113,2,C-18,House Government Bill,legisinfo,government_bill,senate_amendments,0,,Parliament_44-1/votes_metadata.csv
44-1,407,2023-06-22T00:05:00,"3rd reading and adoption of Bill C-42, An Act to amend the Canada Business Corporations Act and to make consequential and related amendments to other Acts",Agreed To,321,0,2,C-42,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,408,2023-06-22T00:10:00,Appointment of an officer of Parliament,Agreed To,208,113,2,,,unknown,appointment,,0,,Parliament_44-1/votes_metadata.csv
44-1,409,2023-09-20T15:15:00,"2nd reading of Bill C-318, An Act to amend the Employment Insurance Act and the Canada Labour Code (adoptive and intended parents)",Agreed To,178,146,2,C-318,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,410,2023-09-26T15:15:00,"2nd reading of Bill C-33, An Act to amend the Customs Act, the Railway Safety Act, the Transportation of Dangerous Goods Act, 1992, the Marine Transportation Security Act, the Canada Transportation Act and the Canada Marine Act and to make a consequential amendment to another Act (reasoned amendment)",Negatived,116,209,2,C-33,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,411,2023-09-26T15:25:00,"2nd reading of Bill C-33, An Act to amend the Customs Act, the Railway Safety Act, the Transportation of Dangerous Goods Act, 1992, the Marine Transportation Security Act, the Canada Transportation Act and the Canada Marine Act and to make a consequential amendment to another Act",Agreed To,212,114,2,C-33,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,412,2023-09-26T15:35:00,11th report of the Standing Committee on Foreign Affairs and International Development,Agreed To,327,0,2,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,413,2023-09-27T15:15:00,Private Members' Business M-78 (Inclusion of people with disabilities),Agreed To,323,0,2,,,unknown,private_members_business,,0,,Parliament_44-1/votes_metadata.csv
44-1,414,2023-09-27T15:25:00,"2nd reading of Bill C-323, An Act to amend the Excise Tax Act (mental health services)",Agreed To,327,0,2,C-323,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,415,2023-09-27T15:35:00,"3rd reading and adoption of Bill S-222, An Act to amend the Department of Public Works and Government Services Act (use of wood)",Agreed To,326,0,2,S-222,Senate Public Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,416,2023-10-04T15:15:00,Opposition Motion (Carbon taxes),Negatived,119,209,0,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,417,2023-10-05T15:15:00,"2nd reading of Bill S-12, An Act to amend the Criminal Code, the Sex Offender Information Registration Act and the International Transfer of Offenders Act",Agreed To,315,0,2,S-12,Senate Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,418,2023-10-16T13:05:00,"Time allocation for Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts",Agreed To,177,149,4,C-49,House Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,419,2023-10-17T15:15:00,"2nd reading of Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts (reasoned amendment)",Negatived,114,209,4,C-49,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,420,2023-10-17T15:30:00,"2nd reading of Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts",Agreed To,210,113,4,C-49,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,421,2023-10-18T15:15:00,Opposition Motion (Fiscal plan),Negatived,148,181,4,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,422,2023-10-18T15:30:00,"2nd reading of Bill C-319, An Act to amend the Old Age Security Act (amount of full pension)",Agreed To,173,155,4,C-319,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,423,2023-10-18T15:45:00,"2nd reading of Bill C-314, An Act to amend the Criminal Code (medical assistance in dying)",Negatived,150,167,4,C-314,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,424,2023-10-18T16:00:00,"3rd reading and adoption of Bill C-244, An Act to amend the Copyright Act (diagnosis, maintenance and repair)",Agreed To,325,0,4,C-244,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,425,2023-10-18T16:15:00,"2nd reading of Bill C-325, An Act to amend the Criminal Code and the Corrections and Conditional Release Act (conditions of release and conditional sentences)",Negatived,147,181,4,C-325,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,426,2023-10-18T16:30:00,"2nd reading of Bill C-320, An Act to amend the Corrections and Conditional Release Act (disclosure of information to victims)",Agreed To,328,0,4,C-320,Private Member’s Bill,legisinfo,procedural,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,427,2023-10-19T11:33:00,"Time allocation for Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy",Agreed To,175,146,0,C-50,House Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,428,2023-10-23T15:15:00,"2nd reading of Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy",Agreed To,175,144,6,C-50,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,429,2023-10-25T15:15:03,"3rd reading and adoption of Bill C-252, An Act to amend the Food and Drugs Act (prohibition of food and beverage marketing directed at children)",Agreed To,208,116,6,C-252,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,430,2023-10-25T15:25:00,"3rd reading and adoption of Bill C-280, An Act to amend the Bankruptcy and Insolvency Act and the Companies’ Creditors Arrangement Act (deemed trust – perishable fruits and vegetables)",Agreed To,320,1,6,C-280,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,431,2023-10-25T15:35:00,"3rd reading and adoption of Bill C-284, An Act to establish a national strategy for eye care",Agreed To,324,0,6,C-284,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,432,2023-10-25T15:45:00,Private Members' Business M-79 (Amendments to the Standing Orders) (amendment),Negatived,54,269,6,,,unknown,private_members_business,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,433,2023-10-25T15:55:00,Private Members' Business M-79 (Amendments to the Standing Orders),Negatived,55,269,6,,,unknown,private_members_business,,0,,Parliament_44-1/votes_metadata.csv
44-1,434,2023-10-25T16:05:55,"2nd reading of Bill C-278, An Act to prevent the imposition by the federal government of vaccination mandates for employment and travel",Negatived,114,206,6,C-278,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,435,2023-10-26T15:15:00,"Third report of the Standing Committee on Transport, Infrastructure and Communities",Agreed To,165,150,8,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,436,2023-10-31T15:15:11,"11th report of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities (amendment)",Negatived,117,206,6,,,unknown,committee_report,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,437,2023-10-31T15:30:52,"11th report of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities",Agreed To,205,117,6,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,438,2023-11-01T15:15:00,Opposition Motion (Immigration threshold and integration capacity),Agreed To,323,0,6,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,439,2023-11-01T15:30:00,"2nd reading of Bill S-205, An Act to amend the Criminal Code and to make consequential amendments to another Act (interim release and domestic violence recognizance orders)",Agreed To,323,0,6,S-205,Senate Public Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,440,2023-11-06T13:00:00,"Time allocation for Bill C-34, An Act to amend the Investment Canada Act",Agreed To,174,150,4,C-34,House Government Bill,legisinfo,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,441,2023-11-06T15:15:00,Opposition Motion (Carbon tax pause on home heating),Negatived,136,186,4,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,442,2023-11-07T15:15:00,"Bill C-34, An Act to amend the Investment Canada Act (report stage amendment) (Motion 1)",Agreed To,323,0,4,C-34,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,443,2023-11-07T15:30:00,"Bill C-34, An Act to amend the Investment Canada Act (report stage amendment) (Motion 3)",Negatived,140,183,4,C-34,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,444,2023-11-07T15:45:00,"Concurrence at report stage of Bill C-34, An Act to amend the Investment Canada Act",Agreed To,322,0,4,C-34,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_44-1/votes_metadata.csv
44-1,445,2023-11-08T15:15:00,Sixth report of the Standing Committee on International Trade (amendment),Negatived,145,174,6,,,unknown,committee_report,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,446,2023-11-08T15:30:00,Sixth report of the Standing Committee on International Trade,Agreed To,205,113,6,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,447,2023-11-08T15:45:00,Opposition Motion (Reducing home heating costs),Negatived,30,293,6,,,unknown,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,448,2023-11-08T16:00:00,"2nd reading of Bill S-242, An Act to amend the Radiocommunication Act",Negatived,143,178,6,S-242,Senate Public Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,449,2023-11-20T15:15:00,"3rd reading and adoption of Bill C-34, An Act to amend the Investment Canada Act",Agreed To,309,0,12,C-34,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,450,2023-11-21T15:15:00,"2nd reading of Bill C-57, An Act to implement the 2023 Free Trade Agreement between Canada and Ukraine",Agreed To,205,109,12,C-57,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,451,2023-11-22T15:15:00,"2nd reading of Bill C-316, An Act to amend the Department of Canadian Heritage Act (Court Challenges Program)",Agreed To,206,111,12,C-316,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,452,2023-11-23T11:30:20,Motion to proceed to Orders of the Day,Agreed To,169,139,12,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,453,2023-11-23T11:20:41,Motion for closure,Agreed To,171,141,12,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,454,2023-11-23T20:30:00,"Government Business No. 30 (Proceedings on Bill C-56, An Act to amend the Excise Tax Act and the Competition Act) (amendment)",Negatived,138,174,12,C-56,House Government Bill,legisinfo,government_motion,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,455,2023-11-23T20:40:00,"Government Business No. 30 (Proceedings on Bill C-56, An Act to amend the Excise Tax Act and the Competition Act)",Agreed To,171,135,12,C-56,House Government Bill,legisinfo,government_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,456,2023-11-23T23:45:00,"2nd reading of Bill C-56, An Act to amend the Excise Tax Act and the Competition Act",Agreed To,309,1,12,C-56,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,457,2023-11-29T15:15:00,Tenth report of the Standing Committee on Foreign Affairs and International Development (amendment),Negatived,113,205,10,,,unknown,committee_report,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,458,2023-11-29T15:20:00,Tenth report of the Standing Committee on Foreign Affairs and International Development,Agreed To,316,0,10,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,459,2023-11-29T15:25:00,Third report of the Standing Committee on National Defence,Agreed To,313,2,10,,,unknown,committee_report,,0,,Parliament_44-1/votes_metadata.csv
44-1,460,2023-11-29T15:30:00,Opposition Motion (Passage of Bill C-234 by the Senate),Negatived,135,178,10,C-234,Private Member’s Bill,legisinfo,opposition_motion,,0,,Parliament_44-1/votes_metadata.csv
44-1,461,2023-11-29T15:35:00,"3rd reading and adoption of Bill C-275, An Act to amend the Health of Animals Act (biosecurity on farms)",Agreed To,278,36,10,C-275,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_44-1/votes_metadata.csv
44-1,462,2023-11-30T11:00:00,Motion to adjourn the debate,Agreed To,174,143,8,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,463,2023-11-30T11:30:00,Motion to adjourn the debate,Negatived,112,203,8,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,464,2023-11-30T13:00:54,Motion to proceed to Orders of the Day,Agreed To,171,145,8,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,465,2023-11-30T14:00:24,Ways and means motion No. 19,Agreed To,173,145,8,,,unknown,supply,,1,,Parliament_44-1/votes_metadata.csv
44-1,466,2023-12-04T16:00:00,Motion to proceed to Orders of the Day,Agreed To,175,144,12,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,467,2023-12-04T16:15:00,Motion for closure,Agreed To,171,137,12,,,unknown,procedural,,0,,Parliament_44-1/votes_metadata.csv
44-1,468,2023-12-04T20:30:41,"Government Business No. 31 (Proceedings on Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy) (amendment)",Negatived,112,202,12,C-50,House Government Bill,legisinfo,government_motion,amendment,0,,Parliament_44-1/votes_metadata.csv
44-1,469,2023-12-04T20:45:00,"Government Business No. 31 (Proceedings on Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy)",Agreed To,172,145,12,C-50,House Government Bill,legisinfo,government_motion,,0,,Parliament_44-1/votes_metadata.csv
